# Number of wavelengths (nwvl):
 200
# Number of radius (nsize):
   30
# Wavelength axis (wvl):
 0.166637E-01 0.152654E-01 0.139354E-01 0.128085E-01 0.117912E-01
 0.108663E-01 0.998711E-02 0.923523E-02 0.854802E-02 0.792643E-02
 0.733370E-02 0.680991E-02 0.633389E-02 0.589936E-02 0.550098E-02
 0.511173E-02 0.479411E-02 0.448470E-02 0.419992E-02 0.393721E-02
 0.367767E-02 0.345417E-02 0.325802E-02 0.306576E-02 0.288741E-02
 0.272177E-02 0.256779E-02 0.242438E-02 0.228727E-02 0.216297E-02
 0.204698E-02 0.193866E-02 0.183755E-02 0.174725E-02 0.165825E-02
 0.157478E-02 0.149647E-02 0.141651E-02 0.134778E-02 0.128316E-02
 0.122547E-02 0.116799E-02 0.111395E-02 0.106283E-02 0.101470E-02
 0.969258E-03 0.928520E-03 0.887529E-03 0.849088E-03 0.809027E-03
 0.774592E-03 0.742094E-03 0.712856E-03 0.683534E-03 0.655706E-03
 0.629280E-03 0.604344E-03 0.580283E-03 0.558794E-03 0.537877E-03
 0.519036E-03 0.518379E-03 0.482938E-03 0.467738E-03 0.448129E-03
 0.428085E-03 0.413439E-03 0.396460E-03 0.381703E-03 0.368038E-03
 0.355752E-03 0.343284E-03 0.331460E-03 0.320103E-03 0.307812E-03
 0.297456E-03 0.288051E-03 0.278573E-03 0.269511E-03 0.260608E-03
 0.252204E-03 0.244174E-03 0.235678E-03 0.228242E-03 0.221108E-03
 0.214262E-03 0.207677E-03 0.201301E-03 0.195531E-03 0.188842E-03
 0.183317E-03 0.178054E-03 0.173389E-03 0.168876E-03 0.169289E-03
 0.184378E-03 0.191159E-03 0.176497E-03 0.486299E-03 0.104769E-02
 0.138974E-01 0.237361E-03 0.379984E-03 0.575758E-03 0.301310E-02
 0.172290E-03 0.161536E-03 0.142560E-03 0.147540E-03 0.118929E-03
 0.106521E-03 0.105437E-03 0.997450E-04 0.970010E-04 0.939435E-04
 0.914808E-04 0.894180E-04 0.870133E-04 0.841963E-04 0.821456E-04
 0.801465E-04 0.782321E-04 0.763318E-04 0.746840E-04 0.725231E-04
 0.707323E-04 0.692760E-04 0.676482E-04 0.662604E-04 0.649738E-04
 0.637217E-04 0.627585E-04 0.644184E-04 0.730614E-04 0.710786E-04
 0.558209E-04 0.545924E-04 0.534747E-04 0.517582E-04 0.505100E-04
 0.493666E-04 0.481142E-04 0.469992E-04 0.458968E-04 0.447714E-04
 0.435934E-04 0.424004E-04 0.413752E-04 0.406154E-04 0.402233E-04
 0.392371E-04 0.389649E-04 0.383322E-04 0.367192E-04 0.356842E-04
 0.348838E-04 0.343244E-04 0.338297E-04 0.338673E-04 0.342560E-04
 0.353108E-04 0.362778E-04 0.380824E-04 0.422105E-04 0.491255E-04
 0.572136E-04 0.609818E-04 0.874105E-04 0.156058E-03 0.285366E-03
# Radius number     3
 0.174980E+01 0.145806E+01 0.121679E+01 0.102180E+01 0.864840E+00
 0.735540E+00 0.629910E+00 0.540609E+00 0.467085E+00 0.406927E+00
 0.355637E+00 0.311562E+00 0.275280E+00 0.243916E+00 0.215526E+00
 0.192942E+00 0.172299E+00 0.154130E+00 0.138258E+00 0.124829E+00
 0.112382E+00 0.101902E+00 0.921114E-01 0.837609E-01 0.759583E-01
 0.693290E-01 0.630050E-01 0.576873E-01 0.528910E-01 0.483028E-01
 0.444078E-01 0.408789E-01 0.374853E-01 0.345982E-01 0.319724E-01
 0.295717E-01 0.272640E-01 0.252883E-01 0.234644E-01 0.218166E-01
 0.202335E-01 0.188389E-01 0.175587E-01 0.163836E-01 0.153029E-01
 0.142400E-01 0.133738E-01 0.125285E-01 0.117477E-01 0.110254E-01
 0.103089E-01 0.969290E-02 0.915064E-02 0.861784E-02 0.812323E-02
 0.766316E-02 0.723435E-02 0.683252E-02 0.644894E-02 0.610269E-02
 0.577906E-02 0.547637E-02 0.519324E-02 0.493375E-02 0.469130E-02
 0.445680E-02 0.423688E-02 0.401167E-02 0.381833E-02 0.363642E-02
 0.347371E-02 0.331190E-02 0.315941E-02 0.301534E-02 0.287947E-02
 0.275113E-02 0.263603E-02 0.252098E-02 0.241199E-02 0.229836E-02
 0.220118E-02 0.210906E-02 0.202618E-02 0.194305E-02 0.186414E-02
 0.178919E-02 0.171818E-02 0.165014E-02 0.158910E-02 0.152861E-02
 0.147243E-02 0.144177E-02 0.136317E-02 0.131934E-02 0.126579E-02
 0.121468E-02 0.117465E-02 0.112689E-02 0.108594E-02 0.104737E-02
 0.101253E-02 0.977240E-03 0.943608E-03 0.911285E-03 0.876190E-03
 0.846805E-03 0.820090E-03 0.792957E-03 0.767110E-03 0.742031E-03
 0.718141E-03 0.695250E-03 0.671184E-03 0.650050E-03 0.629753E-03
 0.610256E-03 0.591503E-03 0.573407E-03 0.556958E-03 0.537817E-03
 0.521893E-03 0.506656E-03 0.492509E-03 0.477673E-03 0.471178E-03
 0.483807E-03 0.484702E-03 0.457774E-03 0.856678E-03 0.158363E-02
 0.185288E-01 0.520250E-03 0.698716E-03 0.948945E-03 0.413253E-02
 0.413101E-03 0.391780E-03 0.362131E-03 0.363250E-03 0.321308E-03
 0.300747E-03 0.293725E-03 0.283180E-03 0.275692E-03 0.267253E-03
 0.260393E-03 0.253540E-03 0.247608E-03 0.239586E-03 0.233720E-03
 0.228018E-03 0.222521E-03 0.217132E-03 0.212161E-03 0.206228E-03
 0.200739E-03 0.196773E-03 0.191674E-03 0.186985E-03 0.182977E-03
 0.179197E-03 0.175740E-03 0.175774E-03 0.184582E-03 0.179981E-03
 0.157688E-03 0.154292E-03 0.150613E-03 0.146220E-03 0.142866E-03
 0.139695E-03 0.136083E-03 0.133128E-03 0.129818E-03 0.126534E-03
 0.123550E-03 0.120276E-03 0.117271E-03 0.114731E-03 0.112647E-03
 0.109833E-03 0.108271E-03 0.105729E-03 0.102225E-03 0.995725E-04
 0.972061E-04 0.951916E-04 0.930567E-04 0.918979E-04 0.910006E-04
 0.910625E-04 0.910026E-04 0.920756E-04 0.960094E-04 0.103626E-03
 0.112818E-03 0.116455E-03 0.149466E-03 0.237434E-03 0.404535E-03
# Radius number     4
 0.260675E+01 0.228818E+01 0.199682E+01 0.174263E+01 0.152544E+01
 0.133699E+01 0.117604E+01 0.103406E+01 0.912839E+00 0.810927E+00
 0.721104E+00 0.641730E+00 0.575071E+00 0.516197E+00 0.461602E+00
 0.417911E+00 0.377115E+00 0.340809E+00 0.308699E+00 0.281537E+00
 0.255786E+00 0.234072E+00 0.213474E+00 0.195875E+00 0.179182E+00
 0.164962E+00 0.151253E+00 0.139617E+00 0.128969E+00 0.118714E+00
 0.109977E+00 0.101988E+00 0.941767E-01 0.875110E-01 0.813993E-01
 0.757536E-01 0.702505E-01 0.654952E-01 0.611242E-01 0.571190E-01
 0.532173E-01 0.497741E-01 0.465941E-01 0.436526E-01 0.409276E-01
 0.382197E-01 0.360106E-01 0.338408E-01 0.318278E-01 0.299568E-01
 0.280795E-01 0.264680E-01 0.250337E-01 0.236292E-01 0.223210E-01
 0.210993E-01 0.199575E-01 0.188897E-01 0.178554E-01 0.169213E-01
 0.160460E-01 0.152253E-01 0.144550E-01 0.137403E-01 0.130874E-01
 0.124469E-01 0.118444E-01 0.112236E-01 0.106922E-01 0.101914E-01
 0.974330E-02 0.929634E-02 0.887401E-02 0.847529E-02 0.809859E-02
 0.774233E-02 0.742194E-02 0.710197E-02 0.679624E-02 0.647812E-02
 0.620759E-02 0.595084E-02 0.571956E-02 0.548735E-02 0.526669E-02
 0.505690E-02 0.485765E-02 0.466718E-02 0.449583E-02 0.432456E-02
 0.416326E-02 0.403998E-02 0.384695E-02 0.372303E-02 0.357475E-02
 0.343814E-02 0.332786E-02 0.319355E-02 0.307930E-02 0.297081E-02
 0.287256E-02 0.277311E-02 0.267808E-02 0.258701E-02 0.248806E-02
 0.240489E-02 0.232927E-02 0.225271E-02 0.217932E-02 0.210852E-02
 0.204079E-02 0.197582E-02 0.190760E-02 0.184770E-02 0.179015E-02
 0.173483E-02 0.168156E-02 0.163031E-02 0.158362E-02 0.152912E-02
 0.148378E-02 0.144021E-02 0.139893E-02 0.135418E-02 0.132579E-02
 0.132226E-02 0.130079E-02 0.124354E-02 0.174884E-02 0.268153E-02
 0.252881E-01 0.127741E-02 0.148856E-02 0.180031E-02 0.596359E-02
 0.107457E-02 0.102597E-02 0.973336E-03 0.959325E-03 0.891564E-03
 0.852358E-03 0.827129E-03 0.804568E-03 0.783742E-03 0.760115E-03
 0.740835E-03 0.720085E-03 0.704448E-03 0.681621E-03 0.664921E-03
 0.648708E-03 0.633028E-03 0.617743E-03 0.603252E-03 0.586657E-03
 0.570534E-03 0.559506E-03 0.544393E-03 0.530070E-03 0.518226E-03
 0.507203E-03 0.496444E-03 0.490444E-03 0.494935E-03 0.483212E-03
 0.447298E-03 0.437773E-03 0.426654E-03 0.414791E-03 0.405511E-03
 0.396604E-03 0.386256E-03 0.378140E-03 0.368491E-03 0.359034E-03
 0.351028E-03 0.341865E-03 0.333193E-03 0.325468E-03 0.318275E-03
 0.310255E-03 0.304790E-03 0.296585E-03 0.288024E-03 0.280854E-03
 0.274002E-03 0.267718E-03 0.260689E-03 0.255741E-03 0.250573E-03
 0.246915E-03 0.243079E-03 0.240839E-03 0.241852E-03 0.247818E-03
 0.255973E-03 0.257092E-03 0.296092E-03 0.406557E-03 0.620611E-03
# Radius number     5
 0.328920E+01 0.307239E+01 0.282751E+01 0.258097E+01 0.234829E+01
 0.212995E+01 0.193164E+01 0.174697E+01 0.158218E+01 0.143849E+01
 0.130713E+01 0.118704E+01 0.108349E+01 0.989404E+00 0.899188E+00
 0.826060E+00 0.755863E+00 0.691864E+00 0.634105E+00 0.584662E+00
 0.536687E+00 0.495879E+00 0.456352E+00 0.422406E+00 0.389546E+00
 0.361522E+00 0.334060E+00 0.310707E+00 0.289300E+00 0.268182E+00
 0.250216E+00 0.233688E+00 0.217283E+00 0.203312E+00 0.190414E+00
 0.178427E+00 0.166553E+00 0.156376E+00 0.146889E+00 0.138126E+00
 0.129398E+00 0.121788E+00 0.114701E+00 0.108093E+00 0.101934E+00
 0.957097E-01 0.906356E-01 0.856250E-01 0.809383E-01 0.765485E-01
 0.720843E-01 0.682181E-01 0.648120E-01 0.614388E-01 0.582703E-01
 0.552927E-01 0.524933E-01 0.498583E-01 0.472755E-01 0.449470E-01
 0.427513E-01 0.406848E-01 0.387367E-01 0.369096E-01 0.352520E-01
 0.336075E-01 0.320558E-01 0.304411E-01 0.290599E-01 0.277551E-01
 0.265835E-01 0.254013E-01 0.242903E-01 0.232396E-01 0.222434E-01
 0.212983E-01 0.204473E-01 0.195933E-01 0.187822E-01 0.179247E-01
 0.171958E-01 0.165027E-01 0.158772E-01 0.152480E-01 0.146484E-01
 0.140780E-01 0.135350E-01 0.130166E-01 0.125482E-01 0.120777E-01
 0.116307E-01 0.112458E-01 0.107493E-01 0.104092E-01 0.100026E-01
 0.963590E-02 0.933564E-02 0.896315E-02 0.864870E-02 0.834870E-02
 0.807649E-02 0.780081E-02 0.753633E-02 0.728336E-02 0.700472E-02
 0.677366E-02 0.656232E-02 0.634926E-02 0.614472E-02 0.594775E-02
 0.575882E-02 0.557732E-02 0.538622E-02 0.521878E-02 0.505776E-02
 0.490286E-02 0.475353E-02 0.460997E-02 0.447900E-02 0.432543E-02
 0.419786E-02 0.407506E-02 0.395763E-02 0.382811E-02 0.373547E-02
 0.367465E-02 0.358334E-02 0.344668E-02 0.406085E-02 0.522884E-02
 0.359945E-01 0.335863E-02 0.357162E-02 0.393557E-02 0.938228E-02
 0.291745E-02 0.279521E-02 0.268776E-02 0.262658E-02 0.250137E-02
 0.241534E-02 0.233735E-02 0.228321E-02 0.222479E-02 0.215815E-02
 0.210381E-02 0.204324E-02 0.200066E-02 0.193572E-02 0.188838E-02
 0.184244E-02 0.179795E-02 0.175461E-02 0.171310E-02 0.166635E-02
 0.161992E-02 0.158908E-02 0.154538E-02 0.150351E-02 0.146935E-02
 0.143775E-02 0.140604E-02 0.138111E-02 0.136710E-02 0.133563E-02
 0.126935E-02 0.124252E-02 0.121009E-02 0.117722E-02 0.115124E-02
 0.112613E-02 0.109664E-02 0.107399E-02 0.104628E-02 0.101918E-02
 0.996845E-03 0.971056E-03 0.946319E-03 0.923750E-03 0.901542E-03
 0.878779E-03 0.861972E-03 0.837402E-03 0.814937E-03 0.795072E-03
 0.775465E-03 0.756901E-03 0.735677E-03 0.719481E-03 0.701382E-03
 0.685989E-03 0.670307E-03 0.657023E-03 0.646642E-03 0.643148E-03
 0.642896E-03 0.634058E-03 0.673442E-03 0.805520E-03 0.107394E-02
# Radius number     6
 0.344003E+01 0.344629E+01 0.337647E+01 0.325433E+01 0.310093E+01
 0.293053E+01 0.275419E+01 0.257361E+01 0.240025E+01 0.223964E+01
 0.208507E+01 0.193724E+01 0.180520E+01 0.168055E+01 0.155733E+01
 0.145524E+01 0.135397E+01 0.125924E+01 0.117163E+01 0.109538E+01
 0.101929E+01 0.953626E+00 0.888186E+00 0.831493E+00 0.775267E+00
 0.726749E+00 0.678044E+00 0.636326E+00 0.597551E+00 0.558471E+00
 0.525086E+00 0.494027E+00 0.462586E+00 0.435797E+00 0.410823E+00
 0.387370E+00 0.363815E+00 0.343668E+00 0.324749E+00 0.307155E+00
 0.289476E+00 0.273979E+00 0.259473E+00 0.245887E+00 0.233155E+00
 0.220085E+00 0.209499E+00 0.198981E+00 0.189097E+00 0.179797E+00
 0.170178E+00 0.161971E+00 0.154631E+00 0.147312E+00 0.140403E+00
 0.133877E+00 0.127657E+00 0.121837E+00 0.116030E+00 0.110825E+00
 0.105891E+00 0.101218E+00 0.967870E-01 0.925940E-01 0.887938E-01
 0.849958E-01 0.813837E-01 0.775701E-01 0.743284E-01 0.712413E-01
 0.684286E-01 0.656308E-01 0.629739E-01 0.604420E-01 0.580295E-01
 0.557297E-01 0.536496E-01 0.515508E-01 0.495508E-01 0.474083E-01
 0.455954E-01 0.438643E-01 0.422939E-01 0.407108E-01 0.391978E-01
 0.377515E-01 0.363690E-01 0.350438E-01 0.338438E-01 0.326325E-01
 0.314764E-01 0.304255E-01 0.291684E-01 0.282917E-01 0.272264E-01
 0.262789E-01 0.254930E-01 0.245078E-01 0.236825E-01 0.228917E-01
 0.221721E-01 0.214417E-01 0.207406E-01 0.200669E-01 0.193257E-01
 0.187059E-01 0.181416E-01 0.175684E-01 0.170171E-01 0.164861E-01
 0.159755E-01 0.154843E-01 0.149624E-01 0.145082E-01 0.140709E-01
 0.136495E-01 0.132435E-01 0.128521E-01 0.124944E-01 0.120718E-01
 0.117218E-01 0.113850E-01 0.110612E-01 0.106995E-01 0.104288E-01
 0.101984E-01 0.990630E-02 0.955887E-02 0.102290E-01 0.116033E-01
 0.549141E-01 0.909207E-02 0.919313E-02 0.954588E-02 0.166234E-01
 0.803640E-02 0.771285E-02 0.746669E-02 0.726469E-02 0.700202E-02
 0.679469E-02 0.656673E-02 0.642927E-02 0.626746E-02 0.608177E-02
 0.593076E-02 0.575909E-02 0.564303E-02 0.546041E-02 0.532819E-02
 0.519987E-02 0.507542E-02 0.495423E-02 0.483748E-02 0.470656E-02
 0.457516E-02 0.448972E-02 0.436574E-02 0.424628E-02 0.414977E-02
 0.406066E-02 0.397014E-02 0.388998E-02 0.381570E-02 0.372960E-02
 0.358916E-02 0.351398E-02 0.342138E-02 0.332970E-02 0.325707E-02
 0.318661E-02 0.310323E-02 0.303997E-02 0.296129E-02 0.288477E-02
 0.282338E-02 0.275047E-02 0.268025E-02 0.261552E-02 0.255096E-02
 0.248645E-02 0.243729E-02 0.236587E-02 0.230463E-02 0.224901E-02
 0.219328E-02 0.213978E-02 0.207793E-02 0.202921E-02 0.197344E-02
 0.192328E-02 0.187260E-02 0.182603E-02 0.177926E-02 0.174269E-02
 0.171146E-02 0.167065E-02 0.168936E-02 0.182733E-02 0.214603E-02
# Radius number     7
 0.306258E+01 0.322810E+01 0.334821E+01 0.341208E+01 0.342468E+01
 0.339432E+01 0.332909E+01 0.323694E+01 0.312658E+01 0.300966E+01
 0.288348E+01 0.275134E+01 0.262528E+01 0.249954E+01 0.236710E+01
 0.225369E+01 0.213627E+01 0.202240E+01 0.191362E+01 0.181641E+01
 0.171653E+01 0.162892E+01 0.153917E+01 0.145995E+01 0.137914E+01
 0.130858E+01 0.123580E+01 0.117284E+01 0.111329E+01 0.105175E+01
 0.998754E+00 0.948705E+00 0.896652E+00 0.852215E+00 0.810218E+00
 0.770325E+00 0.729177E+00 0.693904E+00 0.660395E+00 0.628885E+00
 0.596542E+00 0.568203E+00 0.541422E+00 0.516106E+00 0.492169E+00
 0.467125E+00 0.446914E+00 0.426696E+00 0.407494E+00 0.389371E+00
 0.370308E+00 0.354149E+00 0.339596E+00 0.325017E+00 0.311180E+00
 0.298052E+00 0.285591E+00 0.273747E+00 0.261717E+00 0.251049E+00
 0.240904E+00 0.231247E+00 0.222057E+00 0.213323E+00 0.205388E+00
 0.197418E+00 0.189818E+00 0.181639E+00 0.174756E+00 0.168184E+00
 0.162226E+00 0.156214E+00 0.150467E+00 0.144970E+00 0.139711E+00
 0.134609E+00 0.130052E+00 0.125439E+00 0.121019E+00 0.116195E+00
 0.112152E+00 0.108271E+00 0.104743E+00 0.101166E+00 0.977325E-01
 0.944313E-01 0.912667E-01 0.882250E-01 0.854541E-01 0.826432E-01
 0.799420E-01 0.774258E-01 0.744870E-01 0.724553E-01 0.699001E-01
 0.676337E-01 0.658148E-01 0.634341E-01 0.614528E-01 0.595458E-01
 0.578036E-01 0.560293E-01 0.543194E-01 0.526684E-01 0.508265E-01
 0.493013E-01 0.479061E-01 0.464843E-01 0.451123E-01 0.437874E-01
 0.425071E-01 0.412734E-01 0.399455E-01 0.387985E-01 0.376907E-01
 0.366205E-01 0.355846E-01 0.345854E-01 0.336698E-01 0.325737E-01
 0.316744E-01 0.308051E-01 0.299660E-01 0.290126E-01 0.282910E-01
 0.276154E-01 0.267885E-01 0.259134E-01 0.264349E-01 0.278062E-01
 0.917809E-01 0.244584E-01 0.241218E-01 0.242581E-01 0.332816E-01
 0.218710E-01 0.210204E-01 0.204293E-01 0.198599E-01 0.192615E-01
 0.187446E-01 0.181161E-01 0.177667E-01 0.173326E-01 0.168291E-01
 0.164227E-01 0.159530E-01 0.156459E-01 0.151441E-01 0.147864E-01
 0.144389E-01 0.141014E-01 0.137733E-01 0.134553E-01 0.130968E-01
 0.127352E-01 0.125057E-01 0.121631E-01 0.118326E-01 0.115681E-01
 0.113239E-01 0.110744E-01 0.108422E-01 0.105940E-01 0.103607E-01
 0.100311E-01 0.982438E-02 0.956674E-02 0.931425E-02 0.911501E-02
 0.892126E-02 0.868982E-02 0.851605E-02 0.829645E-02 0.808374E-02
 0.791533E-02 0.771027E-02 0.751510E-02 0.733304E-02 0.715104E-02
 0.697174E-02 0.683372E-02 0.663206E-02 0.646460E-02 0.631043E-02
 0.615488E-02 0.600451E-02 0.582921E-02 0.568961E-02 0.552764E-02
 0.537863E-02 0.522854E-02 0.508642E-02 0.493263E-02 0.479544E-02
 0.466803E-02 0.453329E-02 0.446567E-02 0.454809E-02 0.487549E-02
# Radius number     8
 0.263394E+01 0.275873E+01 0.290359E+01 0.304619E+01 0.317243E+01
 0.327496E+01 0.334806E+01 0.339177E+01 0.340731E+01 0.339849E+01
 0.336795E+01 0.331779E+01 0.325828E+01 0.318529E+01 0.309718E+01
 0.301470E+01 0.292153E+01 0.282404E+01 0.272517E+01 0.263285E+01
 0.253278E+01 0.244171E+01 0.234417E+01 0.225593E+01 0.216260E+01
 0.207935E+01 0.199066E+01 0.191266E+01 0.183729E+01 0.175716E+01
 0.168687E+01 0.161984E+01 0.154845E+01 0.148671E+01 0.142742E+01
 0.137027E+01 0.130987E+01 0.125777E+01 0.120764E+01 0.115988E+01
 0.110963E+01 0.106550E+01 0.102309E+01 0.982893E+00 0.944138E+00
