# Number of wavelengths (nwvl):
 132
# Number of radius (nsize):
   30
# Wavelength axis (wvl):
 0.513100E+01 0.529200E+01 0.545400E+01 0.561600E+01 0.577700E+01
 0.593900E+01 0.610100E+01 0.626200E+01 0.642400E+01 0.658500E+01
 0.674700E+01 0.690900E+01 0.707000E+01 0.723200E+01 0.739400E+01
 0.755500E+01 0.771700E+01 0.787800E+01 0.804000E+01 0.820200E+01
 0.836300E+01 0.852500E+01 0.868600E+01 0.884800E+01 0.901000E+01
 0.917100E+01 0.933300E+01 0.949500E+01 0.965600E+01 0.981800E+01
 0.997900E+01 0.101400E+02 0.103000E+02 0.104600E+02 0.106300E+02
 0.107900E+02 0.109500E+02 0.111100E+02 0.112700E+02 0.114300E+02
 0.116000E+02 0.117600E+02 0.119200E+02 0.120800E+02 0.122400E+02
 0.124000E+02 0.125700E+02 0.127300E+02 0.128900E+02 0.130500E+02
 0.132100E+02 0.133700E+02 0.135400E+02 0.137000E+02 0.138600E+02
 0.140200E+02 0.141800E+02 0.143400E+02 0.145000E+02 0.146700E+02
 0.148300E+02 0.149900E+02 0.151500E+02 0.153100E+02 0.154700E+02
 0.156400E+02 0.158000E+02 0.159600E+02 0.161200E+02 0.162800E+02
 0.164400E+02 0.166100E+02 0.167700E+02 0.169300E+02 0.170900E+02
 0.172500E+02 0.174100E+02 0.175800E+02 0.177400E+02 0.179000E+02
 0.180600E+02 0.182200E+02 0.183800E+02 0.185500E+02 0.187100E+02
 0.188700E+02 0.190300E+02 0.191900E+02 0.193500E+02 0.195200E+02
 0.196800E+02 0.198400E+02 0.200000E+02 0.246200E+02 0.292300E+02
 0.338500E+02 0.384600E+02 0.430800E+02 0.476900E+02 0.523100E+02
 0.569200E+02 0.615400E+02 0.661500E+02 0.707700E+02 0.753800E+02
 0.800000E+02 0.846200E+02 0.892300E+02 0.938500E+02 0.984600E+02
 0.103100E+03 0.107700E+03 0.112300E+03 0.116900E+03 0.121500E+03
 0.126200E+03 0.130800E+03 0.135400E+03 0.140000E+03 0.144600E+03
 0.149200E+03 0.153800E+03 0.158500E+03 0.163100E+03 0.167700E+03
 0.172300E+03 0.176900E+03 0.181500E+03 0.186200E+03 0.190800E+03
 0.195400E+03 0.200000E+03
# Particle size axis (radius):
 0.500000E-07 0.649828E-07 0.844554E-07 0.109763E-06 0.142654E-06
 0.185401E-06 0.240958E-06 0.313163E-06 0.407004E-06 0.528966E-06
 0.687474E-06 0.893480E-06 0.116122E-05 0.150918E-05 0.196142E-05
 0.254917E-05 0.331305E-05 0.430583E-05 0.559610E-05 0.727301E-05
 0.945241E-05 0.122849E-04 0.159661E-04 0.207505E-04 0.269685E-04
 0.350498E-04 0.455527E-04 0.592029E-04 0.769434E-04 0.100000E-03
# Extinction coef. Qext (ep):
# Radius number     1
 0.684835E-05 0.428501E-05 0.325823E-05 0.287492E-05 0.254678E-05
 0.227106E-05 0.203130E-05 0.182312E-05 0.163935E-05 0.148545E-05
 0.134268E-05 0.121645E-05 0.110984E-05 0.101416E-05 0.924670E-06
 0.845176E-06 0.776834E-06 0.712478E-06 0.657228E-06 0.604696E-06
 0.559872E-06 0.516703E-06 0.479829E-06 0.446026E-06 0.413401E-06
 0.385497E-06 0.358250E-06 0.334769E-06 0.311924E-06 0.290958E-06
 0.272981E-06 0.256407E-06 0.240145E-06 0.225143E-06 0.210508E-06
 0.198611E-06 0.186762E-06 0.175781E-06 0.165598E-06 0.156144E-06
 0.146861E-06 0.138722E-06 0.130552E-06 0.123525E-06 0.116466E-06
 0.109891E-06 0.103448E-06 0.520747E-04 0.784268E-04 0.154843E-03
 0.146121E-03 0.827914E-04 0.810636E-04 0.110323E-03 0.128399E-03
 0.201699E-03 0.174505E-03 0.312634E-03 0.375728E-03 0.643267E-03
 0.539792E-02 0.188381E-01 0.325232E-01 0.135195E-01 0.769592E-03
 0.177858E-02 0.784683E-07 0.681928E-07 0.622735E-07 0.578784E-07
 0.544716E-07 0.513248E-07 0.486460E-07 0.464247E-07 0.443264E-07
